First Name,Last Name,Gender,Age,Business Travel,Department,Distance From Home (KM),State,Ethnicity,Education Field,Job Role,Marital Status,Salary,Stock Option Level,Over Time,Hire Date,Attrition,Years At Company,Years In Most Recent Role,Years Since Last Promotion,Years With Current Manager,Education Level
Leelah,Ludvigsen,Female,22,Some Travel,Technology,7,CA,White,Computer Science,Software Engineer,Single,28359,0,No,2020-02-23,No,2,1,2,1,No Formal Qualifications
Corbett,Weippert,Male,27,Some Travel,Sales,17,CA,White,Marketing,Sales Executive,Married,81294,1,No,2020-02-24,No,2,2,2,2,Doctorate
Eugenio,Sempill,Male,43,Frequent Traveller,Sales,21,NY,White,Marketing ,Manager,Divorced,327587,1,Yes,2020-02-25,No,2,1,1,1,Bachelors 
Georg,Nunnery,Male,20,Some Travel,Technology,37,CA,White,Computer Science,Data Scientist,Married,35654,2,No,2020-02-27,No,2,2,2,1,Masters 
Huberto,Coppins,Male,26,No Travel ,Technology,10,NY,White,Computer Science,Software Engineer,Single,62828,0,No,2020-02-28,No,2,0,2,1,High School 
Florry,Pohlak,Female,20,Some Travel,Technology,26,NY,White,Business Studies,Software Engineer,Single,37094,0,No,2020-03-02,Yes,1,0,0,0,Masters 
Lenka,Ciotti,Non-Binary,21,Some Travel,Technology,37,IL,White,Information Systems,Software Engineer,Married,41476,1,Yes,2020-03-03,Yes,0,0,0,0,Bachelors 
Ronni,Beechcraft,Female,23,Some Travel,Sales,7,IL,White,Marketing,Sales Executive,Married,72622,0,Yes,2020-03-03,No,2,0,2,0,Masters 
Dame,Andrzejewski,Male,20,Some Travel,Human Resources,8,CA,White,Human Resources,Recruiter,Divorced,26186,0,Yes,2020-03-06,Yes,2,0,0,0,Masters 
Pet,Dow,Female,31,Some Travel,Technology,21,CA,White,Computer Science,Senior Software Engineer,Divorced,127182,1,No,2020-03-08,No,2,0,0,1,Bachelors 
Clywd,Burril,Male,40,No Travel ,Technology,31,CA,White,Computer Science,Analytics Manager,Divorced,456418,1,No,2020-03-09,No,2,0,2,2,Masters 
Bird,Libbey,Female,22,Some Travel,Technology,37,NY,White,Computer Science,Data Scientist,Single,30442,0,Yes,2020-03-11,Yes,0,0,0,0,Bachelors 
Borden,McGuiness,Male,31,No Travel ,Sales,6,NY,White,Marketing ,Manager,Single,321244,0,Yes,2020-03-16,No,2,2,2,0,Masters 
Trueman,Jirasek,Male,23,Some Travel,Sales,35,CA,White,Marketing ,Sales Executive,Married,97824,1,Yes,2020-03-16,Yes,1,0,1,0,No Formal Qualifications
Jamie,Blazejewski,Male,28,No Travel ,Sales,37,IL,White,Marketing,Sales Executive,Single,95591,0,No,2020-03-19,No,2,2,2,2,Masters 
Duke,Whittenbury,Male,21,Frequent Traveller,Sales,42,NY,White,Marketing ,Sales Executive,Single,46750,0,No,2020-03-23,No,2,0,0,0,High School 
Alick,Heasley,Male,40,Frequent Traveller,Technology,1,CA,White,Information Systems,Engineering Manager,Divorced,314668,1,No,2020-03-23,No,2,0,2,2,Masters 
Perla,Vivyan,Female,36,Some Travel,Technology,2,IL,White,Computer Science,Engineering Manager,Divorced,247730,1,Yes,2020-03-25,No,2,2,2,0,High School 
Bria,Hendrickx,Female,23,Some Travel,Technology,34,IL,White,Computer Science,Software Engineer,Married,29956,0,No,2020-03-25,No,2,1,1,2,High School 
Maison,Werndley,Male,20,Some Travel,Sales,39,CA,White,Technical Degree,Sales Representative,Married,22558,1,Yes,2020-03-30,No,2,0,1,1,High School 
Bourke,Laird-Craig,Male,25,Frequent Traveller,Technology,40,NY,White,Business Studies,Senior Software Engineer,Married,67200,3,No,2020-04-05,No,2,2,2,2,Masters 
Susannah,Gorioli,Female,22,No Travel ,Sales,16,IL,White,Marketing ,Sales Representative,Divorced,27053,3,No,2020-04-10,No,2,0,2,2,No Formal Qualifications
Jose,Davydzenko,Male,20,Some Travel,Technology,25,NY,White,Information Systems,Data Scientist,Married,40341,1,Yes,2020-04-18,No,2,1,1,2,Masters 
Morten,Ridgley,Male,44,Some Travel,Sales,35,NY,White,Marketing ,Sales Executive,Divorced,223619,1,No,2020-04-24,No,2,0,2,1,Bachelors 
Tillie,Cregin,Female,40,No Travel ,Sales,9,CA,White,Marketing ,Manager,Single,254535,0,No,2020-04-25,No,2,2,2,1,Bachelors 
Kaleena,Ellsbury,Female,36,Frequent Traveller,Technology,2,CA,White,Information Systems,Analytics Manager,Divorced,462687,1,No,2020-04-27,No,2,2,2,0,Bachelors 
Esteban,Guiraud,Male,23,Some Travel,Technology,33,CA,White,Computer Science,Data Scientist,Divorced,29490,1,No,2020-04-27,No,2,0,1,2,No Formal Qualifications
Jamill,Woolger,Male,39,Frequent Traveller,Technology,42,NY,White,Information Systems,Analytics Manager,Married,495977,1,No,2020-04-30,No,2,2,2,0,Bachelors 
Quinton,McAllister,Male,23,Some Travel,Sales,12,IL,White,Marketing,Sales Executive,Single,84985,0,No,2020-05-01,Yes,1,0,0,0,Bachelors 
Addy,Shambrook,Male,23,Frequent Traveller,Sales,41,NY,White,Marketing ,Sales Representative,Single,26508,0,Yes,2020-05-01,Yes,1,0,0,0,No Formal Qualifications
Cosmo,Viney,Male,40,Frequent Traveller,Technology,2,NY,White,Computer Science,Analytics Manager,Married,260835,2,No,2020-05-14,No,2,1,2,0,Masters 
Lynnette,Portinari,Non-Binary,22,Some Travel,Technology,30,CA,White,Other,Software Engineer,Single,44135,0,No,2020-05-15,No,2,0,1,1,Masters 
Cassaundra,Kenyam,Female,22,Some Travel,Sales,5,NY,White,Economics,Sales Executive,Married,45220,0,No,2020-05-16,No,2,0,0,0,High School 
Neala,Spandley,Female,32,Some Travel,Sales,38,CA,White,Marketing ,Sales Executive,Single,105091,0,No,2020-05-17,No,2,0,0,1,Masters 
April,Brunicke,Female,48,Frequent Traveller,Technology,15,CA,White,Computer Science,Engineering Manager,Married,309371,0,Yes,2020-05-18,No,2,1,1,1,Masters 
Luise,Ornillos,Female,26,Some Travel,Technology,31,CA,White,Information Systems,Software Engineer,Married,56187,1,No,2020-05-26,No,2,2,2,2,High School 
Emmie,Lauchlan,Female,50,Some Travel,Sales,23,CA,White,Marketing ,Manager,Married,266449,1,Yes,2020-05-27,No,2,1,2,2,Bachelors 
Mignonne,Dalton,Female,21,Some Travel,Technology,1,NY,White,Information Systems,Software Engineer,Married,34133,0,Yes,2020-05-30,No,2,2,2,1,Masters 
Lucretia,Leebeter,Female,20,Some Travel,Technology,6,CA,White,Computer Science,Software Engineer,Single,30714,0,Yes,2020-06-05,Yes,2,0,1,1,No Formal Qualifications
Addison,McCormack,Male,28,Frequent Traveller,Sales,29,CA,White,Marketing ,Sales Executive,Married,327674,3,No,2020-06-05,No,2,2,2,1,Bachelors 
Shannon,Kuhnel,Male,21,Some Travel,Human Resources,41,NY,White,Economics,Recruiter,Single,20583,0,No,2020-06-20,No,2,0,1,0,High School 
Hymie,Aseef,Male,21,Some Travel,Technology,4,CA,White,Computer Science,Software Engineer,Married,21158,0,Yes,2020-06-26,No,2,1,1,0,High School 
Bing,O'Heyne,Male,22,Some Travel,Sales,41,CA,White,Economics,Sales Representative,Married,22778,1,No,2020-06-27,No,2,0,2,2,Masters 
Flora,Kowalski,Female,37,Some Travel,Technology,33,CA,White,Information Systems,Senior Software Engineer,Married,236732,1,No,2020-06-30,No,2,2,2,2,No Formal Qualifications
Richard,Titchen,Male,35,Some Travel,Sales,30,CA,White,Marketing ,Manager,Married,360384,1,No,2020-07-04,No,2,2,2,2,High School 
Clemmie,Heckner,Male,23,Some Travel,Technology,42,CA,White,Computer Science,Software Engineer,Single,28824,0,Yes,2020-07-04,No,2,2,2,1,Masters 
Dennie,Morrel,Male,20,Frequent Traveller,Technology,28,CA,White,Information Systems,Software Engineer,Married,29835,3,Yes,2020-07-05,No,2,0,0,0,Bachelors 
Art,Brisseau,Male,42,Frequent Traveller,Technology,28,NY,White,Computer Science,Senior Software Engineer,Married,264513,0,No,2020-07-08,Yes,1,0,0,1,Bachelors 
Ev,Bravington,Male,22,Some Travel,Technology,6,IL,White,Computer Science,Software Engineer,Divorced,43072,1,Yes,2020-07-09,No,2,1,2,1,Bachelors 
Tybalt,Horlick,Male,23,Some Travel,Sales,9,NY,White,Marketing ,Sales Representative,Married,33750,1,No,2020-07-10,No,2,0,2,0,High School 
Gerick,Archibould,Male,23,Some Travel,Sales,1,CA,White,Other,Sales Executive,Married,65489,1,No,2020-07-12,No,2,0,1,1,High School 
Diann,Brightie,Female,20,Some Travel,Technology,3,CA,White,Information Systems,Machine Learning Engineer,Married,41342,1,Yes,2020-07-16,No,2,1,1,2,No Formal Qualifications
Yankee,Charteris,Male,36,Some Travel,Sales,7,NY,White,Technical Degree,Sales Executive,Single,243989,0,Yes,2020-07-18,Yes,1,0,1,1,Bachelors 
Korrie,Plampin,Female,28,Some Travel,Sales,13,CA,White,Marketing ,Sales Executive,Married,207479,3,No,2020-07-19,Yes,1,0,0,0,Bachelors 
Venita,MacCague,Non-Binary,28,Some Travel,Technology,42,NY,White,Computer Science,Data Scientist,Married,85987,1,No,2020-07-20,No,2,0,1,0,Masters 
Bert,Otton,Female,22,Frequent Traveller,Technology,30,NY,White,Computer Science,Data Scientist,Divorced,40614,1,Yes,2020-07-29,Yes,0,0,0,0,Bachelors 
Conrad,Soule,Prefer Not To Say,43,Frequent Traveller,Technology,37,CA,White,Information Systems,Senior Software Engineer,Married,199718,0,No,2020-08-03,No,2,1,2,2,No Formal Qualifications
Tristan,Albro,Male,22,Frequent Traveller,Technology,9,NY,White,Computer Science,Senior Software Engineer,Divorced,73389,3,No,2020-08-05,No,2,0,2,2,High School 
Dud,Durdan,Male,23,Frequent Traveller,Technology,12,NY,White,Computer Science,Senior Software Engineer,Divorced,68820,1,No,2020-08-05,No,2,2,2,1,Bachelors 
Cozmo,Duncklee,Non-Binary,21,Frequent Traveller,Technology,29,CA,White,Information Systems,Software Engineer,Single,61345,0,No,2020-08-07,Yes,1,0,0,0,Masters 
Marysa,Stannislawski,Female,23,Some Travel,Sales,26,NY,White,Economics,Sales Executive,Single,67718,0,No,2020-08-07,No,2,1,2,1,Bachelors 
Simeon,Cosslett,Male,50,No Travel ,Technology,11,NY,White,Computer Science,Engineering Manager,Divorced,337946,2,No,2020-08-15,No,2,1,2,1,No Formal Qualifications
Niko,Purvess,Male,40,No Travel ,Technology,15,NY,White,Information Systems,Analytics Manager,Single,465219,0,No,2020-08-17,No,2,2,2,0,No Formal Qualifications
Dolli,Dodgson,Female,20,Some Travel,Sales,16,NY,White,Marketing ,Sales Representative,Single,35754,0,No,2020-08-24,Yes,0,0,0,0,Bachelors 
Dehlia,Fullerton,Female,23,Some Travel,Technology,40,CA,White,Computer Science,Data Scientist,Single,23632,0,No,2020-08-24,No,2,2,2,0,Bachelors 
Leesa,Gauford,Female,20,Some Travel,Technology,24,NY,White,Business Studies,Data Scientist,Single,38138,0,No,2020-08-29,No,2,2,2,1,High School 
Jenifer,Jarvis,Female,20,No Travel ,Technology,45,CA,White,Computer Science,Software Engineer,Divorced,28262,1,No,2020-08-29,Yes,1,0,0,0,High School 
Zechariah,Sturridge,Male,34,Frequent Traveller,Sales,45,NY,White,Marketing ,Sales Executive,Married,341971,0,No,2020-09-02,Yes,1,0,0,0,Bachelors 
Benjie,Grosvenor,Male,23,Some Travel,Technology,11,CA,White,Information Systems,Data Scientist,Married,22488,1,No,2020-09-04,No,2,2,2,2,Masters 
Ketti,Keighley,Female,27,Some Travel,Technology,28,CA,White,Computer Science,Machine Learning Engineer,Married,93291,0,No,2020-09-11,No,2,1,2,1,Masters 
Kirbee,Pawelek,Female,22,Some Travel,Technology,36,CA,White,Computer Science,Software Engineer,Single,31072,0,No,2020-09-15,No,2,2,2,1,Masters 
Ania,Osboldstone,Female,28,Some Travel,Sales,18,IL,White,Economics,Sales Executive,Married,113501,1,Yes,2020-09-22,No,2,2,2,2,Bachelors 
Hirsch,Broadnicke,Male,23,Frequent Traveller,Technology,40,CA,White,Computer Science,Senior Software Engineer,Divorced,79724,1,No,2020-09-23,No,2,0,2,0,Bachelors 
Akim,Garfit,Male,20,Some Travel,Technology,38,CA,White,Business Studies,Software Engineer,Divorced,21344,1,No,2020-09-25,No,2,1,2,2,Bachelors 
Allyn,Glyde,Non-Binary,23,Frequent Traveller,Human Resources,34,NY,White,Human Resources,HR Executive,Married,75948,0,No,2020-09-26,No,2,0,0,2,Masters 
Orazio,Alejandri,Male,31,Some Travel,Sales,11,CA,White,Marketing,Sales Executive,Divorced,155386,3,No,2020-09-26,No,2,1,2,1,Bachelors 
Anjela,Berns,Female,47,Some Travel,Technology,32,CA,White,Information Systems,Machine Learning Engineer,Single,243869,0,No,2020-10-04,No,2,1,1,0,Bachelors 
Jesus,Marde,Male,40,Some Travel,Sales,37,CA,White,Marketing,Sales Executive,Single,226512,0,Yes,2020-10-08,Yes,2,1,1,1,Masters 
Othelia,Tumber,Female,20,Some Travel,Technology,41,IL,White,Computer Science,Data Scientist,Divorced,40701,1,No,2020-10-11,No,2,1,1,1,Bachelors 
Mirabel,Scotter,Female,33,Some Travel,Technology,3,CA,White,Computer Science,Engineering Manager,Single,307688,0,No,2020-10-12,No,2,2,2,0,Masters 
Wally,Dowse,Male,23,Some Travel,Sales,23,NY,White,Marketing,Sales Executive,Divorced,53590,2,No,2020-10-13,No,2,0,2,0,Masters 
Kalil,Gauntley,Male,22,Frequent Traveller,Technology,2,NY,White,Business Studies,Software Engineer,Single,37014,0,Yes,2020-10-23,Yes,1,0,1,0,Bachelors 
Rivkah,Siderfin,Female,29,Some Travel,Technology,32,CA,White,Computer Science,Engineering Manager,Married,390142,0,No,2020-10-27,No,2,1,2,2,Bachelors 
Domeniga,Killock,Female,21,Some Travel,Technology,6,CA,White,Business Studies,Software Engineer,Married,25149,0,No,2020-11-03,Yes,1,1,1,1,Doctorate
Boyce,Heditch,Male,23,Some Travel,Technology,17,NY,White,Information Systems,Machine Learning Engineer,Married,80236,0,No,2020-11-03,No,2,0,2,1,Bachelors 
Nettle,Manwaring,Female,20,Some Travel,Technology,30,CA,White,Information Systems,Data Scientist,Divorced,41179,1,No,2020-11-04,No,2,0,0,0,High School 
Leonelle,Frost,Non-Binary,33,Some Travel,Technology,4,IL,White,Information Systems,Analytics Manager,Married,350024,1,No,2020-11-04,No,2,1,2,0,High School 
Pammi,Biernat,Female,22,Some Travel,Technology,21,NY,White,Other,Data Scientist,Single,33354,0,No,2020-11-08,No,2,1,2,2,Bachelors 
Jess,Hoyte,Male,21,Frequent Traveller,Sales,36,IL,White,Other,Sales Executive,Single,46452,0,Yes,2020-11-08,Yes,1,1,1,0,Masters 
Byrle,Fright,Male,22,Some Travel,Technology,24,CA,White,Information Systems,Software Engineer,Married,44076,1,No,2020-11-08,No,2,1,1,1,Bachelors 
Camilla,Caistor,Female,28,Some Travel,Human Resources,31,NY,White,Human Resources,HR Executive,Married,96807,1,No,2020-11-12,No,2,1,2,0,Bachelors 
Verne,Heads,Male,21,Some Travel,Technology,24,NY,White,Information Systems,Machine Learning Engineer,Divorced,75816,1,No,2020-11-15,No,2,1,1,0,Bachelors 
Isaac,Tomini,Male,22,Some Travel,Technology,40,NY,White,Information Systems,Senior Software Engineer,Married,54114,1,Yes,2020-11-18,No,2,0,1,1,Bachelors 
Federica,Killiner,Female,21,Some Travel,Sales,18,IL,White,Economics,Sales Executive,Single,49374,0,No,2020-11-19,No,2,2,2,1,Masters 
Sasha,Incogna,Male,30,Some Travel,Technology,19,IL,White,Business Studies,Data Scientist,Single,96187,0,Yes,2020-11-19,Yes,0,0,0,0,Masters 
Ingelbert,Kennerley,Male,23,Some Travel,Technology,4,NY,White,Computer Science,Software Engineer,Divorced,42687,3,Yes,2020-11-21,No,2,2,2,2,Masters 
Randi,Oswick,Female,39,Some Travel,Technology,42,CA,White,Computer Science,Engineering Manager,Single,539998,0,Yes,2020-11-22,Yes,1,0,0,0,Masters 
Hestia,Pickin,Female,22,Some Travel,Human Resources,11,NY,White,Marketing ,Recruiter,Married,26880,0,No,2020-12-10,No,2,2,2,1,Bachelors 
Staffard,Ramard,Male,21,Some Travel,Technology,23,CA,White,Information Systems,Machine Learning Engineer,Divorced,56541,2,No,2020-12-10,No,2,0,1,0,High School 
Roseanne,Thrustle,Female,21,Some Travel,Sales,36,CA,White,Marketing,Sales Executive,Married,76057,2,No,2020-12-12,Yes,1,0,0,0,Bachelors 
Seline,Hanlin,Female,21,Some Travel,Technology,30,CA,White,Business Studies,Data Scientist,Divorced,56422,1,No,2020-12-12,No,2,2,2,1,Bachelors 
Pepi,Clift,Female,21,Some Travel,Technology,39,NY,White,Information Systems,Machine Learning Engineer,Single,63201,0,No,2020-12-13,No,2,2,2,2,High School 
Rosaline,Ferrieri,Female,29,Frequent Traveller,Sales,13,CA,White,Marketing ,Sales Executive,Married,126008,1,No,2020-12-16,No,2,2,2,1,Bachelors 
Maximo,Poundford,Male,22,Some Travel,Technology,20,IL,White,Information Systems,Senior Software Engineer,Married,54899,1,Yes,2020-12-18,No,2,0,1,0,High School 
Kristo,Casaro,Male,21,Some Travel,Technology,22,NY,White,Computer Science,Software Engineer,Divorced,73075,2,No,2020-12-23,No,2,1,1,1,High School 
Kessiah,Tallet,Female,36,Some Travel,Technology,10,CA,White,Information Systems,Senior Software Engineer,Divorced,297181,1,No,2020-12-24,No,2,2,2,2,Masters 
Shaughn,Wehden,Male,22,Frequent Traveller,Sales,4,NY,White,Marketing,Sales Executive,Single,75816,0,No,2020-12-24,Yes,1,0,0,0,Masters 
Faun,Gosson,Non-Binary,19,Some Travel,Technology,25,CA,White,Other,Machine Learning Engineer,Single,50352,0,Yes,2021-01-02,No,1,1,1,1,High School 
Betty,Greetland,Female,31,No Travel ,Sales,7,NY,White,Marketing,Sales Executive,Married,186215,1,No,2021-01-04,No,1,0,1,1,High School 
Rodd,Haddow,Male,29,Some Travel,Sales,17,CA,White,Marketing,Sales Executive,Single,140158,0,No,2021-01-04,No,1,0,1,1,Masters 
Katerine,Fredi,Female,19,Some Travel,Technology,36,CA,White,Information Systems,Software Engineer,Single,23385,2,No,2021-01-06,No,1,0,1,1,High School 
Harley,Angelini,Female,21,Some Travel,Technology,15,IL,White,Computer Science,Machine Learning Engineer,Married,62882,0,Yes,2021-01-09,Yes,0,0,0,0,High School 
Steven,Bucktrout,Male,19,Frequent Traveller,Sales,14,NY,White,Marketing ,Sales Executive,Single,74458,1,Yes,2021-01-10,No,1,0,0,1,High School 
Bethany,Dawks,Female,21,Some Travel,Technology,19,NY,White,Information Systems,Software Engineer,Single,25114,0,No,2021-01-16,No,1,1,1,1,Masters 
Wolf,Sainsbury,Male,51,Some Travel,Technology,30,NY,White,Computer Science,Analytics Manager,Divorced,232658,1,No,2021-01-17,No,1,1,1,1,Bachelors 
Nataniel,Garrattley,Non-Binary,22,Some Travel,Technology,16,NY,White,Computer Science,Data Scientist,Married,78467,2,Yes,2021-01-25,No,1,0,1,0,No Formal Qualifications
Modestine,Yeowell,Female,28,Some Travel,Technology,15,CA,White,Other,Sales Executive,Single,319619,0,Yes,2021-01-26,No,1,1,1,0,Masters 
Mechelle,Kyte,Female,22,Some Travel,Technology,40,IL,White,Computer Science,Senior Software Engineer,Married,66266,1,No,2021-01-31,No,1,0,1,1,Masters 
Mada,Moss,Female,22,Some Travel,Human Resources,7,NY,White,Economics,Recruiter,Married,29322,0,Yes,2021-01-31,Yes,1,0,0,0,High School 
Donovan,Sycamore,Male,28,Some Travel,Sales,42,CA,White,Marketing,Sales Executive,Married,128192,1,No,2021-02-05,No,1,1,1,0,Bachelors 
Mickie,D'Abbot-Doyle,Male,42,Some Travel,Technology,28,CA,White,Computer Science,Engineering Manager,Single,380905,0,No,2021-02-06,No,1,0,1,1,Bachelors 
Cindy,Mordanti,Female,22,Some Travel,Sales,22,CA,White,Other,Sales Executive,Married,48698,0,Yes,2021-02-18,No,1,0,1,1,No Formal Qualifications
Shadow,O'Curneen,Male,19,Some Travel,Technology,26,CA,White,Information Systems,Software Engineer,Single,43961,1,No,2021-02-19,No,1,0,1,1,Bachelors 
Shaw,McCaw,Male,32,Some Travel,Technology,34,CA,White,Information Systems,Software Engineer,Single,439641,0,No,2021-02-20,No,1,0,1,1,Masters 
Clarita,Chetter,Female,19,Some Travel,Technology,44,CA,White,Computer Science,Machine Learning Engineer,Single,42900,2,Yes,2021-02-28,No,1,0,1,0,Masters 
Eleonora,Grosier,Female,21,Some Travel,Technology,38,CA,White,Information Systems,Senior Software Engineer,Married,63049,0,Yes,2021-03-01,Yes,0,0,0,0,No Formal Qualifications
Vassily,Bazoge,Male,37,Some Travel,Technology,22,IL,White,Computer Science,Senior Software Engineer,Married,193287,1,Yes,2021-03-01,No,1,0,1,0,Bachelors 
Phyllys,Newham,Female,31,Frequent Traveller,Technology,25,NY,White,Information Systems,Analytics Manager,Single,362540,1,No,2021-03-03,No,1,0,0,0,Doctorate
Chucho,Herries,Male,35,Some Travel,Technology,19,NY,White,Computer Science,Machine Learning Engineer,Married,286432,1,No,2021-03-03,No,1,0,1,0,Masters 
Nada,Finlator,Female,19,Some Travel,Human Resources,1,CA,White,Human Resources,HR Executive,Single,41958,1,No,2021-03-09,No,1,1,1,0,Bachelors 
Carine,Molfino,Female,30,Some Travel,Technology,19,CA,White,Computer Science,Senior Software Engineer,Divorced,125751,1,No,2021-03-11,No,1,0,1,1,Bachelors 
Abra,MacGray,Female,20,Some Travel,Technology,39,CA,White,Information Systems,Software Engineer,Married,37436,0,Yes,2021-03-14,Yes,0,0,0,0,Masters 
Curry,Bramah,Male,19,Some Travel,Technology,7,CA,White,Information Systems,Software Engineer,Single,30896,0,Yes,2021-03-17,Yes,1,0,0,0,Bachelors 
Darya,Itzkovsky,Female,42,Some Travel,Sales,2,NY,White,Economics,Sales Executive,Divorced,260021,1,No,2021-03-22,No,1,1,1,0,Bachelors 
Tanner,Syplus,Male,21,Some Travel,Technology,5,NY,White,Computer Science,Software Engineer,Married,25060,1,No,2021-03-22,No,1,1,1,1,Bachelors 
Ferdy,Geggus,Male,50,Frequent Traveller,Technology,38,NY,White,Information Systems,Machine Learning Engineer,Married,366078,0,No,2021-03-25,No,1,0,0,1,Masters 
Caspar,Edgley,Male,22,Some Travel,Technology,42,CA,White,Business Studies,Software Engineer,Married,51272,1,Yes,2021-03-26,No,1,0,0,1,Masters 
Mallissa,Buzine,Non-Binary,19,Some Travel,Sales,29,CA,White,Marketing,Sales Representative,Single,29673,1,No,2021-03-27,Yes,0,0,0,0,No Formal Qualifications
Babb,Rosas,Prefer Not To Say,45,Some Travel,Technology,5,CA,White,Computer Science,Machine Learning Engineer,Single,241664,0,No,2021-03-27,No,1,1,1,0,Masters 
Adriano,Purselowe,Male,24,Frequent Traveller,Technology,45,CA,White,Computer Science,Data Scientist,Single,85422,0,Yes,2021-03-28,Yes,1,0,0,0,Bachelors 
Michail,Pimblotte,Male,26,Some Travel,Sales,36,IL,White,Marketing,Sales Representative,Married,70455,2,Yes,2021-03-30,No,1,1,1,1,Masters 
Kathleen,Wanjek,Female,21,No Travel ,Technology,24,CA,White,Information Systems,Software Engineer,Married,53912,2,Yes,2021-04-02,No,1,1,1,0,Doctorate
Alice,Brabon,Female,22,Some Travel,Sales,16,CA,White,Marketing ,Sales Executive,Single,70202,0,No,2021-04-08,No,1,0,0,0,Bachelors 
Lemmie,Antoniak,Male,20,Frequent Traveller,Technology,45,CA,White,Information Systems,Software Engineer,Divorced,22773,3,Yes,2021-04-14,Yes,1,0,0,0,High School 
Tove,Arnao,Female,21,Frequent Traveller,Sales,40,CA,White,Marketing,Sales Executive,Single,59519,0,No,2021-04-18,No,1,1,1,1,Bachelors 
Gabey,Whitloe,Female,19,Frequent Traveller,Technology,45,CA,White,Computer Science,Data Scientist,Single,32322,0,No,2021-04-22,No,1,1,1,1,Bachelors 
Arnoldo,Lerer,Male,39,No Travel ,Technology,30,CA,White,Computer Science,Senior Software Engineer,Single,152771,1,No,2021-04-24,No,1,1,1,1,Masters 
Johnna,Knotton,Female,42,Some Travel,Technology,13,CA,White,Computer Science,Machine Learning Engineer,Single,293303,0,No,2021-04-25,No,1,0,0,1,Bachelors 
Cindi,Dudgeon,Female,27,Some Travel,Sales,16,CA,White,Marketing,Manager,Single,225831,1,No,2021-04-25,No,1,1,1,0,Bachelors 
Jaine,Pashan,Female,43,Some Travel,Technology,35,CA,White,Computer Science,Engineering Manager,Single,286660,0,No,2021-04-26,No,1,0,0,1,Doctorate
Burch,Albers,Male,45,Some Travel,Sales,20,CA,White,Marketing ,Manager,Married,374781,1,No,2021-04-30,No,1,1,1,1,Bachelors 
Jedidiah,Orrick,Male,24,Some Travel,Sales,27,CA,White,Marketing ,Sales Executive,Married,86102,0,Yes,2021-05-04,Yes,0,0,0,0,Masters 
Eleanor,Escalero,Female,19,Frequent Traveller,Human Resources,24,IL,White,Economics,Recruiter,Married,25838,1,No,2021-05-06,No,1,0,0,0,Bachelors 
Avrom,Low,Male,33,Some Travel,Sales,43,NY,White,Marketing,Sales Executive,Single,165988,0,Yes,2021-05-08,Yes,1,0,0,0,Masters 
Linus,Darragh,Male,31,Some Travel,Technology,6,CA,White,Information Systems,Analytics Manager,Married,376853,1,No,2021-05-10,No,1,1,1,0,No Formal Qualifications
Julissa,Fosbraey,Female,35,Some Travel,Technology,4,CA,White,Computer Science,Data Scientist,Single,423941,0,No,2021-05-14,No,1,1,1,1,High School 
Hale,Patty,Male,20,Some Travel,Technology,27,IL,White,Business Studies,Data Scientist,Single,27141,0,No,2021-05-15,No,1,1,1,1,No Formal Qualifications
Consolata,Risom,Female,21,Frequent Traveller,Sales,33,NY,White,Marketing ,Sales Executive,Divorced,60810,1,No,2021-05-18,No,1,0,1,1,Bachelors 
Conrado,Brearley,Male,32,Some Travel,Technology,30,CA,White,Information Systems,Data Scientist,Married,89960,3,No,2021-05-18,No,1,0,1,1,No Formal Qualifications
Lorna,Kuzma,Female,22,Some Travel,Sales,25,CA,White,Other,Sales Executive,Married,48716,1,No,2021-05-22,No,1,1,1,1,Bachelors 
Mikkel,Fosdyke,Male,41,Some Travel,Sales,35,NY,White,Marketing,Manager,Married,314961,1,No,2021-05-23,Yes,0,0,0,0,No Formal Qualifications
Ambur,Axton,Female,20,Frequent Traveller,Technology,32,CA,White,Computer Science,Software Engineer,Divorced,33488,2,No,2021-05-24,No,1,1,1,1,Bachelors 
Oona,Offer,Female,47,Some Travel,Technology,23,NY,White,Computer Science,Senior Software Engineer,Married,221827,1,No,2021-06-05,No,1,0,0,1,No Formal Qualifications
Erica,Delany,Female,32,Some Travel,Technology,16,IL,White,Computer Science,Machine Learning Engineer,Married,228427,1,Yes,2021-06-06,No,1,1,1,1,Bachelors 
Corie,Rizzardo,Female,19,Some Travel,Technology,18,IL,White,Computer Science,Software Engineer,Single,28346,0,No,2021-06-07,No,1,1,1,1,Bachelors 
Stevy,McArthur,Male,21,Frequent Traveller,Technology,33,CA,White,Information Systems,Software Engineer,Married,37954,1,Yes,2021-06-07,No,1,0,0,1,High School 
Robyn,Takis,Female,43,Frequent Traveller,Technology,4,CA,White,Information Systems,Machine Learning Engineer,Single,262392,0,Yes,2021-06-08,No,1,1,1,1,Bachelors 
Keriann,Umbers,Female,40,Some Travel,Technology,38,CA,White,Information Systems,Senior Software Engineer,Married,380248,0,Yes,2021-06-09,No,1,0,1,1,High School 
Leandra,Keepin,Non-Binary,21,Some Travel,Technology,37,CA,White,Information Systems,Data Scientist,Single,43030,0,No,2021-06-10,No,1,0,1,1,Bachelors 
Raddie,Broodes,Male,20,Some Travel,Technology,34,CA,White,Computer Science,Software Engineer,Single,22925,0,Yes,2021-06-13,Yes,1,0,0,0,Masters 
